,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat,OFI
3612,503313,1112916002,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:02,5,2024-08-14 15:22:02.452,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6647,4275.0,23412,4280.0,106706,4285.0,51151,4290.0,121130,2024-08-14 15:22:02.371000,,2147483647,1531130,True,offer,0.30434782608695654
3613,503370,1112916095,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:02,5,2024-08-14 15:22:03.184,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6642,4275.0,23412,4280.0,106706,4285.0,51151,4290.0,121130,2024-08-14 15:22:03.054000,,2147483647,1531130,False,nan,0.30434782608695654
3614,503420,1112916170,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:02,5,2024-08-14 15:22:03.630,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6642,4275.0,23412,4280.0,106706,4285.0,51151,4290.0,121130,2024-08-14 15:22:03.554000,,2147483647,1531135,False,nan,0.30434782608695654
3615,503460,1112916221,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:02,5,2024-08-14 15:22:04.156,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6642,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:04.076000,,2147483647,1531135,False,nan,0.30434782608695654
3616,503769,1112916593,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:02,5,2024-08-14 15:22:07.101,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6356,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:07.029000,,2147483647,1531135,False,nan,0.30434782608695654
3617,504037,1112916916,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:10,10,2024-08-14 15:22:10.738,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6356,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:10.667000,,2147483647,1531135,True,offer,0.30434782608695654
3618,504167,1112917097,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:10,10,2024-08-14 15:22:11.532,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:11.336000,,2147483647,1531135,False,nan,0.30434782608695654
3619,504227,1112917175,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:10,10,2024-08-14 15:22:11.913,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:11.836000,,2147483647,1531145,False,nan,0.30434782608695654
3620,504311,1112917271,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:12,15,2024-08-14 15:22:12.606,4265.0,508,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:12.525000,,2147483647,1531145,True,bid,0.2857142857142857
3621,504358,1112917324,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:12,15,2024-08-14 15:22:13.261,4265.0,493,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:13.190000,,2147483647,1531145,False,nan,0.2857142857142857
3622,504390,1112917364,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:12,15,2024-08-14 15:22:13.762,4265.0,493,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,23412,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:13.691000,,2147483647,1531160,False,nan,0.2857142857142857
3623,504451,1112917431,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:12,15,2024-08-14 15:22:14.336,4265.0,493,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,22112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:14.265000,,2147483647,1531160,False,nan,0.2857142857142857
3624,504887,1112917946,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:12,15,2024-08-14 15:22:19.113,4265.0,493,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:19.031000,,2147483647,1531160,False,nan,0.2857142857142857
3625,505924,1112919170,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:32,5,2024-08-14 15:22:32.100,4265.0,493,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:32.029000,,2147483647,1531160,True,bid,0.2463768115942029
3626,505994,1112919253,MERV - XMEV - GGAL - 24hs,4265.0,2024-08-14 15:22:32,5,2024-08-14 15:22:32.786,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:32.698000,,2147483647,1531160,False,nan,0.2463768115942029
3627,506025,1112919292,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:33,1,2024-08-14 15:22:33.271,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6346,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:33.198000,,2147483647,1531165,True,offer,0.2571428571428571
3628,506062,1112919334,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:33,1,2024-08-14 15:22:33.922,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6345,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:33.851000,,2147483647,1531165,False,nan,0.2571428571428571
3629,506095,1112919392,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:34,30,2024-08-14 15:22:34.427,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6345,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:34.352000,,2147483647,1531166,True,offer,0.2676056338028169
3630,506160,1112919475,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:34,30,2024-08-14 15:22:34.923,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6315,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:34.852000,,2147483647,1531196,False,nan,0.2676056338028169
3631,506487,1112919860,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:38,1,2024-08-14 15:22:39.058,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6315,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:38.987000,,2147483647,1531196,True,offer,0.2777777777777778
3632,506532,1112919914,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:38,1,2024-08-14 15:22:39.725,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6314,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:39.654000,,2147483647,1531196,False,nan,0.2777777777777778
3633,506569,1112919959,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:38,1,2024-08-14 15:22:40.225,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6314,4275.0,32112,4280.0,106706,4285.0,50651,4290.0,121130,2024-08-14 15:22:40.154000,,2147483647,1531197,False,nan,0.2777777777777778
3634,506682,1112920100,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:38,1,2024-08-14 15:22:41.812,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6314,4275.0,32112,4280.0,106766,4285.0,50651,4290.0,121130,2024-08-14 15:22:41.740000,,2147483647,1531197,False,nan,0.2777777777777778
3635,507026,1112920521,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:46,7,2024-08-14 15:22:46.513,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6314,4275.0,32112,4280.0,106766,4285.0,50651,4290.0,121130,2024-08-14 15:22:46.441000,,2147483647,1531197,True,offer,0.2876712328767123
3636,507076,1112920581,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:46,7,2024-08-14 15:22:47.186,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6307,4275.0,32112,4280.0,106766,4285.0,50651,4290.0,121130,2024-08-14 15:22:47.113000,,2147483647,1531197,False,nan,0.2876712328767123
3637,507114,1112920624,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:46,7,2024-08-14 15:22:47.688,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6307,4275.0,32112,4280.0,106766,4285.0,50651,4290.0,121130,2024-08-14 15:22:47.613000,,2147483647,1531204,False,nan,0.2876712328767123
3638,507482,1112921089,MERV - XMEV - GGAL - 24hs,4270.0,2024-08-14 15:22:51,1,2024-08-14 15:22:51.099,4265.0,488,4260.0,10408,4255.0,12050,4250.0,11550,4245.0,5000,4270.0,6307,4275.0,32112,4280.0,106766,4285.0,50651,4290.0,121130,2024-08-14 15:22:51.028000,,2147483647,1531204,True,offer,0.2972972972972973
