,index,id,id_simbolo,ultimo_precio,ultimo_fecha,ultimo_size,fecha_insercion,bi_1_precio,bi_1_size,bi_2_precio,bi_2_size,bi_3_precio,bi_3_size,bi_4_precio,bi_4_size,bi_5_precio,bi_5_size,of_1_precio,of_1_size,of_2_precio,of_2_size,of_3_precio,of_3_size,of_4_precio,of_4_size,of_5_precio,of_5_size,biof_fecha,insercion_dia,ev,nv,trade,trade_cat,OFI
10140,1402856,1113980676,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:06,6,2024-08-14 18:37:06.394,4290.0,129055,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:06.318000,,2147483647,3978537,True,bid,0.01818181818181818
10141,1402903,1113980731,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:06,6,2024-08-14 18:37:07.062,4290.0,129049,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:06.986000,,2147483647,3978537,False,nan,0.01818181818181818
10142,1402936,1113980771,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:06,6,2024-08-14 18:37:07.562,4290.0,129049,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:07.486000,,2147483647,3978543,False,nan,0.01818181818181818
10143,1403008,1113980854,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:06,6,2024-08-14 18:37:08.465,4290.0,129049,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:08.390000,,2147483647,3978543,False,nan,0.01818181818181818
10144,1403289,1113981189,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:06,6,2024-08-14 18:37:12.485,4290.0,129049,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:12.408000,,2147483647,3978543,False,nan,0.01818181818181818
10145,1403429,1113981353,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:14,4,2024-08-14 18:37:14.425,4290.0,129049,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:14.349000,,2147483647,3978543,True,bid,0.01818181818181818
10146,1403475,1113981407,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:14,4,2024-08-14 18:37:15.094,4290.0,129045,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:15.017000,,2147483647,3978543,False,nan,0.01818181818181818
10147,1403504,1113981439,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:14,4,2024-08-14 18:37:15.593,4290.0,129045,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:15.517000,,2147483647,3978547,False,nan,0.01818181818181818
10148,1403689,1113981675,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:14,4,2024-08-14 18:37:18.138,4290.0,129045,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:18.062000,,2147483647,3978547,False,nan,0.01818181818181818
10149,1403722,1113981714,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:18,300,2024-08-14 18:37:18.638,4290.0,129045,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:18.562000,,2147483647,3978547,True,bid,0.0
10150,1403760,1113981757,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:18,300,2024-08-14 18:37:19.139,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:19.062000,,2147483647,3978847,False,nan,0.0
10151,1404045,1113982095,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:18,300,2024-08-14 18:37:22.806,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:22.725000,,2147483647,3978847,False,nan,0.0
10152,1404224,1113982285,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:18,300,2024-08-14 18:37:24.692,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:24.616000,,2147483647,3978847,False,nan,0.0
10153,1404254,1113982320,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:24,8,2024-08-14 18:37:25.193,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9322,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:25.117000,,2147483647,3978847,True,offer,0.0
10154,1404303,1113982382,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:24,8,2024-08-14 18:37:25.693,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9314,4300.0,46841,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:25.617000,,2147483647,3978855,False,nan,0.0
10155,1404760,1113982888,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:24,8,2024-08-14 18:37:30.662,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:30.580000,,2147483647,3978855,False,nan,0.0
10156,1404838,1113982971,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:24,8,2024-08-14 18:37:31.411,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:31.320000,,2147483647,3978855,False,nan,0.0
10157,1404877,1113983018,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:31,432,2024-08-14 18:37:31.978,4290.0,128745,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:31.902000,,2147483647,3978855,True,bid,-0.017543859649122806
10158,1404914,1113983058,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:31,432,2024-08-14 18:37:32.646,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:32.570000,,2147483647,3978855,False,nan,-0.017543859649122806
10159,1404952,1113983099,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:31,432,2024-08-14 18:37:33.157,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:33.069000,,2147483647,3979287,False,nan,-0.017543859649122806
10160,1405041,1113983240,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:34,3,2024-08-14 18:37:34.138,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:34.057000,,2147483647,3979287,True,offer,0.0
10161,1405064,1113983279,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:34,1,2024-08-14 18:37:34.633,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29314,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:34.557000,,2147483647,3979290,False,nan,0.0
10162,1405135,1113983365,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:34,1,2024-08-14 18:37:35.134,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29310,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:35.057000,,2147483647,3979291,False,nan,0.0
10163,1405205,1113983442,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:34,1,2024-08-14 18:37:35.634,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29310,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:35.557000,,2147483647,3979291,False,nan,0.0
10164,1405284,1113983526,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:34,1,2024-08-14 18:37:36.248,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29310,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:36.168000,,2147483647,3979291,False,nan,0.0
10165,1405841,1113984209,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:45,1,2024-08-14 18:37:45.643,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29310,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,2024-08-14 18:37:45.565000,,2147483647,3979291,True,offer,0.034482758620689655
10166,1405908,1113984296,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:45,1,2024-08-14 18:37:46.194,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:46.081000,,2147483647,3979291,False,nan,0.034482758620689655
10167,1405940,1113984340,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:45,1,2024-08-14 18:37:46.642,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:46.565000,,2147483647,3979292,False,nan,0.034482758620689655
10168,1405973,1113984378,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:47,150,2024-08-14 18:37:47.323,4290.0,128313,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:47.246000,,2147483647,3979292,True,bid,0.01694915254237288
10169,1406013,1113984436,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:47,150,2024-08-14 18:37:47.993,4290.0,128163,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:47.914000,,2147483647,3979292,False,nan,0.01694915254237288
10170,1406062,1113984523,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:47,150,2024-08-14 18:37:48.581,4290.0,128163,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:48.414000,,2147483647,3979442,False,nan,0.01694915254237288
10171,1406201,1113984706,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:50,35,2024-08-14 18:37:50.241,4290.0,128163,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:50.165000,,2147483647,3979442,True,bid,0.01694915254237288
10172,1406241,1113984751,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:50,35,2024-08-14 18:37:50.907,4290.0,128128,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:50.831000,,2147483647,3979442,False,nan,0.01694915254237288
10173,1406276,1113984792,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:50,35,2024-08-14 18:37:51.407,4290.0,128128,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:51.331000,,2147483647,3979477,False,nan,0.01694915254237288
10174,1406341,1113984864,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:37:52,800,2024-08-14 18:37:52.154,4290.0,128128,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:52.073000,,2147483647,3979477,True,bid,0.0
10175,1406381,1113984909,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:52,10691,2024-08-14 18:37:52.653,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,29309,4300.0,46741,4305.0,1688,4310.0,32143,4315.0,36264,2024-08-14 18:37:52.573000,,2147483647,3980277,False,nan,0.0
10176,1406442,1113984971,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:52,10691,2024-08-14 18:37:53.149,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9309,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:53.074000,,2147483647,4000277,False,nan,0.0
10177,1406544,1113985076,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:52,10691,2024-08-14 18:37:54.409,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9309,4300.0,46741,4305.0,1688,4310.0,32143,4315.0,36264,2024-08-14 18:37:54.334000,,2147483647,4000277,False,nan,0.0
10178,1406675,1113985231,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:56,3,2024-08-14 18:37:56.321,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9309,4300.0,46741,4305.0,1688,4310.0,32143,4315.0,36264,2024-08-14 18:37:56.245000,,2147483647,4000277,True,offer,0.0
10179,1406740,1113985301,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:56,3,2024-08-14 18:37:56.924,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9306,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:56.847000,,2147483647,4000277,False,nan,0.0
10180,1406774,1113985338,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:56,3,2024-08-14 18:37:57.423,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,9306,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,2024-08-14 18:37:57.347000,,2147483647,4000280,False,nan,0.0
10181,1407056,1113985645,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:37:56,3,2024-08-14 18:38:01.183,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:01.107000,,2147483647,4000280,False,nan,0.0
10182,1407097,1113985691,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:38:01,1300,2024-08-14 18:38:01.686,4290.0,127328,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:01.607000,,2147483647,4000280,True,bid,-0.01639344262295082
10183,1407122,1113985720,MERV - XMEV - GGAL - 24hs,4290.0,2024-08-14 18:38:01,1300,2024-08-14 18:38:02.183,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:02.107000,,2147483647,4001580,False,nan,-0.01639344262295082
10184,1407344,1113985987,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:03,500,2024-08-14 18:38:03.923,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:03.526000,,2147483647,4001580,True,nan,-0.01639344262295082
10185,1407385,1113986036,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:03,500,2024-08-14 18:38:04.102,4295.0,19500,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:04.026000,,2147483647,4001580,False,nan,-0.01639344262295082
10186,1407435,1113986098,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:03,500,2024-08-14 18:38:04.602,4295.0,19500,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:04.526000,,2147483647,4002080,False,nan,-0.01639344262295082
10187,1407471,1113986142,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:03,500,2024-08-14 18:38:05.134,4295.0,19500,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:05.043000,,2147483647,4002080,False,nan,-0.01639344262295082
10188,1407624,1113986313,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:07,5006,2024-08-14 18:38:07.198,4295.0,19500,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:07.122000,,2147483647,4002080,True,bid,-0.03225806451612903
10189,1407654,1113986348,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:07,400,2024-08-14 18:38:07.697,4295.0,19500,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:07.621000,,2147483647,4007086,False,nan,-0.03225806451612903
10190,1407672,1113986372,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:07,400,2024-08-14 18:38:08.198,4295.0,14094,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1688,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:08.122000,,2147483647,4007486,False,nan,-0.03225806451612903
10191,1407828,1113986549,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:07,400,2024-08-14 18:38:10.504,4295.0,14094,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:10.428000,,2147483647,4007486,False,nan,-0.03225806451612903
10192,1408247,1113987083,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:17,160,2024-08-14 18:38:17.651,4295.0,14094,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:17.575000,,2147483647,4007486,True,bid,-0.06451612903225806
10193,1408291,1113987153,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:17,160,2024-08-14 18:38:18.536,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:18.449000,,2147483647,4007486,False,nan,-0.06451612903225806
10194,1408337,1113987211,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:17,160,2024-08-14 18:38:19.030,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:18.950000,,2147483647,4007646,False,nan,-0.06451612903225806
10195,1408538,1113987441,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:21,125,2024-08-14 18:38:21.543,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46741,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:21.461000,,2147483647,4007646,True,offer,-0.047619047619047616
10196,1408604,1113987510,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:21,125,2024-08-14 18:38:22.201,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46616,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:22.125000,,2147483647,4007646,False,nan,-0.047619047619047616
10197,1408636,1113987543,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:21,125,2024-08-14 18:38:22.701,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,46616,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:22.625000,,2147483647,4007771,False,nan,-0.047619047619047616
10198,1408718,1113987634,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:21,125,2024-08-14 18:38:24.328,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146616,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:24.252000,,2147483647,4007771,False,nan,-0.047619047619047616
10199,1408767,1113987685,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:25.150,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146616,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:25.072000,,2147483647,4007771,True,offer,-0.03125
10200,1408813,1113987732,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:25.648,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146603,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:25.572000,,2147483647,4007771,False,nan,-0.03125
10201,1408844,1113987767,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:26.147,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146603,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:26.072000,,2147483647,4007784,False,nan,-0.03125
10202,1408881,1113987809,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:26.648,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146603,4305.0,1826,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:26.572000,,2147483647,4007784,False,nan,-0.03125
10203,1409355,1113988363,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:34.430,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:34.355000,,2147483647,4007784,False,nan,-0.03125
10204,1409677,1113988743,MERV - XMEV - GGAL - 24hs,4300.0,2024-08-14 18:38:25,13,2024-08-14 18:38:40.058,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:39.978000,,2147483647,4007784,False,nan,-0.03125
10205,1410079,1113989194,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:45,10000,2024-08-14 18:38:45.721,4295.0,13934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:45.644000,,2147483647,4007784,True,bid,-0.047619047619047616
10206,1410149,1113989269,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:45,10000,2024-08-14 18:38:46.443,4295.0,3934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:46.309000,,2147483647,4007784,False,nan,-0.047619047619047616
10207,1410179,1113989303,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:45,10000,2024-08-14 18:38:46.889,4295.0,3934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36495,4320.0,124449,2024-08-14 18:38:46.809000,,2147483647,4017784,False,nan,-0.047619047619047616
10208,1410312,1113989464,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:45,10000,2024-08-14 18:38:48.179,4295.0,3934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:48.032000,,2147483647,4017784,False,nan,-0.047619047619047616
10209,1410806,1113990003,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:52,3934,2024-08-14 18:38:53.024,4295.0,3934,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,4320.0,124680,2024-08-14 18:38:52.947000,,2147483647,4017784,True,bid,-0.0967741935483871
10210,1410852,1113990054,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:52,3934,2024-08-14 18:38:53.523,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,1066,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,2024-08-14 18:38:53.447000,,2147483647,4017784,False,nan,-0.0967741935483871
10211,1410886,1113990093,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:52,3934,2024-08-14 18:38:54.023,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,1066,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,2024-08-14 18:38:53.947000,,2147483647,4021718,False,nan,-0.0967741935483871
10212,1411043,1113990278,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:52,3934,2024-08-14 18:38:57.579,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,1066,4300.0,147905,4305.0,1826,4310.0,31911,4315.0,36264,2024-08-14 18:38:57.503000,,2147483647,4021718,False,nan,-0.0967741935483871
10213,1411165,1113990410,MERV - XMEV - GGAL - 24hs,4295.0,2024-08-14 18:38:52,3934,2024-08-14 18:38:59.254,4290.0,126028,4285.0,8848,4280.0,31607,4275.0,4891,4270.0,6245,4295.0,1066,4300.0,146605,4305.0,1826,4310.0,31911,4315.0,36264,2024-08-14 18:38:59.177000,,2147483647,4021718,False,nan,-0.0967741935483871
